"","name","region_focus","language","owner","parent","x_page","x_url","x_follower_n","facebook_page","facebook_url","facebook_follower_n","instagram_page","instagram_url","instagram_follower_n","threads_page","threads_url","threads_follower_n","youtube_page","youtube_url","youtube_follower_n","tiktok_page","tiktok_url","tiktok_follower_n","sum_followers"
"105","Chen Ping","Spain","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChenPingMFA","https://twitter.com/ChenPingMFA",8391,"","",0,"","",0,"","",0,"","",0,"","",0,8391
"106","Chen Weihua","Anglosphere","English","China Daily Press","Central Publicity Department","chenweihua","https://twitter.com/chenweihua",195700,"","",0,"","",0,"","",0,"","",0,"","",0,195700
"107","Chen Wendi","Somalia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","CHENWendi11","https://twitter.com/CHENWendi11",241,"","",0,"","",0,"","",0,"","",0,"","",0,241
"108","China Focus","Anglosphere","English","China International Communications Group (CICG)","Central Publicity Department","China__Focus","https://twitter.com/China__Focus",61100,"ChinaFocus2015","https://www.facebook.com/ChinaFocus2015/",3200000,"","",0,"","",0,"","",0,"","",0,3261100
"109","Chinese Embassy in India","India","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","China_Amb_India","https://twitter.com/China_Amb_India",96200,"","",0,"","",0,"","",0,"","",0,"","",0,96200
"110","Wang Lixin","Maldives","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","China_Amb_Mdv","https://twitter.com/China_Amb_Mdv",20100,"","",0,"","",0,"","",0,"","",0,"","",0,20100
"111","Guo Shaochun","Zimbabwe","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","China_Amb_Zim","https://twitter.com/China_Amb_Zim",16400,"","",0,"","",0,"","",0,"","",0,"","",0,16400
"112","Lin Jing","Anglosphere","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","CHINA_DIPLOMAT","https://twitter.com/CHINA_DIPLOMAT",11100,"","",0,"","",0,"","",0,"","",0,"","",0,11100
"113","Chinese Embassy in Nigeria","Nigeria","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","china_emb_ng","https://twitter.com/china_emb_ng",4238,"","",0,"","",0,"","",0,"","",0,"","",0,4238
"114","Chinese Embassy in Colombia","Colombia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","china_embajada","https://twitter.com/china_embajada",8929,"","",0,"","",0,"","",0,"","",0,"","",0,8929
"115","Chinese Consulate General in Lyon","France","French","Ministry of Foreign Affairs","Ministry of Foreign Affairs","China_Lyon","https://twitter.com/China_Lyon",2853,"","",0,"","",0,"","",0,"","",0,"","",0,2853
"116","Chinese Permanent Mission to the OPCW","Netherlands","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","China_OPCW","https://twitter.com/China_OPCW",2751,"","",0,"","",0,"","",0,"","",0,"","",0,2751
"117","Chinese Embassy in Ukraine","Ukraine","Ukrainian","Ministry of Foreign Affairs","Ministry of Foreign Affairs","China_Ukraine_","https://twitter.com/China_Ukraine_",882,"chinaembua","https://www.facebook.com/chinaembua",2500,"chinaemb_ua","https://www.instagram.com/chinaemb_ua/",1868,"","",0,"","",0,"","",0,5250
"118","Xiamen, China","Fujian","English","Xiamen Culture and Tourism Bureau","Xiamen Municipal People's Government","china_xiamen","https://twitter.com/china_xiamen",12900,"xiamengov","https://www.facebook.com/xiamengov/",396000,"","",0,"","",0,"","",0,"visitxiamen","https://www.tiktok.com/@visitxiamen",9,408909
"119","CGTN China Takeaway","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","China24Official","https://twitter.com/China24Official",2931,"China24Official","https://www.facebook.com/China24Official",1e+06,"","",0,"","",0,"","",0,"","",0,1002931
"120","Hou Yanqi","ASEAN","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","China2ASEAN","https://twitter.com/China2ASEAN",107600,"","",0,"","",0,"","",0,"","",0,"","",0,107600
"121","Cao Zhongming","Belgium","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaAmbBelgium","https://twitter.com/ChinaAmbBelgium",9679,"","",0,"","",0,"","",0,"","",0,"","",0,9679
"122","Tan Jian","Netherlands","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaAmbNL","https://twitter.com/ChinaAmbNL",2907,"","",0,"","",0,"","",0,"","",0,"","",0,2907
"123","Chen Xiaodong","South Africa","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaAmbSA","https://twitter.com/ChinaAmbSA",52900,"","",0,"","",0,"","",0,"","",0,"","",0,52900
"124","Zhang Jun","UN","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaAmbUN","https://twitter.com/ChinaAmbUN",67800,"","",0,"","",0,"","",0,"","",0,"","",0,67800
"125","Chinese Embassy in Samoa","Samoa","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","chinaandsamoa","https://twitter.com/chinaandsamoa",5368,"","",0,"","",0,"","",0,"","",0,"","",0,5368
"126","Chinese Consulate General in Christchurch","New Zealand","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaCG_CC","https://twitter.com/ChinaCG_CC",2630,"","",0,"","",0,"","",0,"","",0,"","",0,2630
"127","Chinese Consulate General in Frankfurt am Main","Germany","German","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaCG_Ffm","https://twitter.com/ChinaCG_Ffm",2908,"","",0,"","",0,"","",0,"","",0,"","",0,2908
"128","Chinese Consulate General in Munich","Germany","German","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaCG_Muc","https://twitter.com/ChinaCG_Muc",3038,"","",0,"","",0,"","",0,"","",0,"","",0,3038
"129","Chinese Consulate General in New York","USA","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaCG_NYC","https://twitter.com/ChinaCG_NYC",3067,"","",0,"chinacg_nyc","https://www.instagram.com/chinacg_nyc/",71900,"","",0,"","",0,"","",0,74967
"130","Chinese Consulate General in Calgary","Canada","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaCGCalgary","https://twitter.com/ChinaCGCalgary",3689,"","",0,"","",0,"","",0,"","",0,"","",0,3689
"131","Chinese Consulate General in Edinburgh","UK","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","chinacgedi","https://twitter.com/chinacgedi",3329,"","",0,"","",0,"","",0,"","",0,"","",0,3329
"132","Chinese Consulate General in Montréal","Canada","French","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaCGMTL","https://twitter.com/ChinaCGMTL",996,"","",0,"","",0,"","",0,"","",0,"","",0,996
"133","Chinese Consulate General in Almaty","Kazakhstan","Russian","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaConsAlmaty","https://twitter.com/ChinaConsAlmaty",4228,"","",0,"chinaconsalmaty","https://www.instagram.com/chinaconsalmaty/",2670,"","",0,"","",0,"","",0,6898
"134","Chinese Consulate General in Chicago","USA","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaConsulate","https://twitter.com/ChinaConsulate",5755,"","",0,"","",0,"","",0,"","",0,"","",0,5755
"135","Chinese Consulate General in Istanbul Spokesperson","Türkiye","Turkish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","chinaconsulist","https://twitter.com/chinaconsulist",9327,"","",0,"","",0,"","",0,"","",0,"","",0,9327
"136","Chinese Consulate General in Sydney","Australia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaConSydney","https://twitter.com/ChinaConSydney",9035,"","",0,"","",0,"","",0,"","",0,"","",0,9035
"137","China Culture","Anglosphere","English","China Daily Press","Ministry of Culture and Tourism","Chinacultureorg","https://twitter.com/Chinacultureorg",24600,"chinacultureorg","https://www.facebook.com/chinacultureorg/",4e+06,"","",0,"","",0,"","",0,"","",0,4024600
"138","China Daily","Anglosphere","English","China Daily Press","Central Publicity Department","ChinaDaily","https://twitter.com/ChinaDaily",4100000,"chinadaily","https://www.facebook.com/chinadaily",104613175,"chinadailynews","https://www.instagram.com/chinadailynews/",1300000,"chinadailynews","https://www.threads.net/@chinadailynews",40200,"ChinaDailyOfficialChannel","https://www.youtube.com/@ChinaDailyOfficialChannel",337000,"chinadailyofficial","https://www.tiktok.com/@chinadailyofficial",1300000,111690375
"139","China Daily EU Bureau","EU","English","China Daily Press","Central Publicity Department","ChinaDaily_EU","https://twitter.com/ChinaDaily_EU",1375,"","",0,"","",0,"","",0,"","",0,"","",0,1375
"140","China Daily Life","Anglosphere","English","China Daily Press","Central Publicity Department","ChinaDaily_Life","https://twitter.com/ChinaDaily_Life",993,"","",0,"","",0,"","",0,"","",0,"","",0,993
"141","China Daily Asia","Anglosphere","English","China Daily Press","Central Publicity Department","ChinaDailyAsia","https://twitter.com/ChinaDailyAsia",26900,"","",0,"","",0,"","",0,"","",0,"","",0,26900
"142","China Daily Europe","EU","English","China Daily Press","Central Publicity Department","ChinaDailyEU","https://twitter.com/ChinaDailyEU",10200,"","",0,"","",0,"","",0,"","",0,"","",0,10200
"143","China Daily World","Anglosphere","English","China Daily Press","Central Publicity Department","ChinaDailyWorld","https://twitter.com/ChinaDailyWorld",1387,"","",0,"","",0,"","",0,"","",0,"","",0,1387
"144","China.com (Japanese)","Japan","Japanese","China Media Group (CMG)","Central Publicity Department","chinadotcom_JP","https://twitter.com/chinadotcom_JP",38100,"","",0,"","",0,"","",0,"","",0,"","",0,38100
"145","Chinese Embassy in Greece","Greece","Greek","Ministry of Foreign Affairs","Ministry of Foreign Affairs","Chinaemb_Hellas","https://twitter.com/Chinaemb_Hellas",3940,"","",0,"chinaemb_hellas","https://www.instagram.com/chinaemb_hellas/",1387,"","",0,"","",0,"","",0,5327
"146","Chinese Embassy in South Sudan","South Sudan","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmb_Juba","https://twitter.com/ChinaEmb_Juba",1276,"","",0,"","",0,"","",0,"","",0,"","",0,1276
"147","Zhao Zhiyuan","Ethiopia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbAddis","https://twitter.com/ChinaEmbAddis",17200,"","",0,"","",0,"","",0,"","",0,"","",0,17200
"148","Chinese Embassy in Chile","Chile","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbajada","https://twitter.com/ChinaEmbajada",2479,"","",0,"","",0,"","",0,"","",0,"","",0,2479
"149","Chinese Embassy in Dominican Republic","Dominican Republic","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbajadaRD","https://twitter.com/ChinaEmbajadaRD",8233,"","",0,"chinaembajada","https://www.instagram.com/chinaembajada/",6713,"","",0,"","",0,"","",0,14946
"150","Chinese Embassy in Algeria","Algeria","Arabic","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbAlgeria","https://twitter.com/ChinaEmbAlgeria",15600,"profile.php?id=100064477878508","https://www.facebook.com/profile.php?id=100064477878508",32000,"","",0,"","",0,"","",0,"","",0,47600
"151","Chinese Embassy in Angola","Angola","Portuguese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbAngola","https://twitter.com/ChinaEmbAngola",4160,"","",0,"","",0,"","",0,"","",0,"","",0,4160
"152","Chinese Embassy in Antigua and Barbuda","Antigua and Barbuda","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbAntigua","https://twitter.com/ChinaEmbAntigua",1779,"ChineseEmbassyinAntiguaandBarbuda","https://www.facebook.com/ChineseEmbassyinAntiguaandBarbuda",113,"","",0,"","",0,"","",0,"","",0,1892
"153","Chinese Embassy in Argentina","Argentina","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbArg","https://twitter.com/ChinaEmbArg",9958,"","",0,"","",0,"","",0,"","",0,"","",0,9958
"154","Chinese Embassy in Maldives","Maldives","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbassy_MV","https://twitter.com/ChinaEmbassy_MV",2849,"","",0,"","",0,"","",0,"","",0,"","",0,2849
"155","Chinese Embassy in Malawi","Malawi","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbassy_MW","https://twitter.com/ChinaEmbassy_MW",3752,"","",0,"","",0,"","",0,"","",0,"","",0,3752
"156","Chinese Embassy in Albania","Albania","Albanian","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaembassyT","https://twitter.com/ChinaembassyT",3555,"ChinaembassyT","https://www.facebook.com/ChinaembassyT",11,"","",0,"","",0,"","",0,"","",0,3566
"157","Chinese Embassy in Austria","Austria","German","Ministry of Foreign Affairs","Ministry of Foreign Affairs","chinaembaustria","https://twitter.com/chinaembaustria",6804,"","",0,"","",0,"","",0,"","",0,"","",0,6804
"158","Chinese Embassy in Bahrain","Bahrain","Arabic","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbBahrain","https://twitter.com/ChinaEmbBahrain",1501,"profile.php?id=100090874324645","https://www.facebook.com/profile.php?id=100090874324645",1100000,"","",0,"","",0,"","",0,"","",0,1101501
"159","Chinese Embassy in Rep. of Congo (Brazzaville)","Rep. of Congo","French","Ministry of Foreign Affairs","Ministry of Foreign Affairs","chinaembcongobz","https://twitter.com/chinaembcongobz",3161,"","",0,"","",0,"","",0,"","",0,"ambassadechineaucongo","https://www.tiktok.com/@ambassadechineaucongo",35,3196
"160","Chinese Embassy in Croatia","Croatia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbCroatia","https://twitter.com/ChinaEmbCroatia",1625,"","",0,"","",0,"","",0,"","",0,"","",0,1625
"161","Chinese Embassy in Belgium","Belgium","French","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmBE","https://twitter.com/ChinaEmBE",1257,"","",0,"","",0,"","",0,"","",0,"","",0,1257
"162","Chinese Embassy in Eritrea","Eritrea","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbEritrea","https://twitter.com/ChinaEmbEritrea",5816,"","",0,"","",0,"","",0,"","",0,"","",0,5816
"163","Chinese Embassy in Spain","Spain","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbEsp","https://twitter.com/ChinaEmbEsp",27300,"","",0,"","",0,"","",0,"","",0,"","",0,27300
"164","Chinese Embassy in Germany","Germany","German","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbGermany","https://twitter.com/ChinaEmbGermany",7946,"","",0,"chinesische.botschaft","https://www.instagram.com/chinesische.botschaft/",527,"","",0,"","",0,"","",0,8473
"165","Chinese Embassy in Grenada","Grenada","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbGrenada","https://twitter.com/ChinaEmbGrenada",6585,"","",0,"","",0,"","",0,"","",0,"","",0,6585
"166","Chinese Embassy in Switzerland","Switzerland","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbinCH","https://twitter.com/ChinaEmbinCH",7930,"","",0,"","",0,"","",0,"","",0,"","",0,7930
"167","Chinese Embassy in Ghana","Ghana","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbinGH","https://twitter.com/ChinaEmbinGH",5437,"","",0,"","",0,"","",0,"","",0,"","",0,5437
"168","Chinese Embassy in Mauritania","Mauritania","Arabic","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbinMR","https://twitter.com/ChinaEmbinMR",3033,"profile.php?id=100064680614335","https://www.facebook.com/profile.php?id=100064680614335",4200,"","",0,"","",0,"","",0,"","",0,7233
"169","Chinese Embassy in New Zealand","New Zealand","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbInNZ","https://twitter.com/ChinaEmbInNZ",1074,"ChineseEmbassyInNZ","https://www.facebook.com/ChineseEmbassyInNZ",2100,"","",0,"","",0,"","",0,"","",0,3174
"170","Chinese Embassy in Rwanda","Rwanda","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbinRW","https://twitter.com/ChinaEmbinRW",2316,"","",0,"","",0,"","",0,"","",0,"","",0,2316
"171","Chinese Embassy in Ireland","Ireland","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbIreland","https://twitter.com/ChinaEmbIreland",5150,"","",0,"","",0,"","",0,"","",0,"","",0,5150
"172","Zhao Xing","Afghanistan","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbKabul","https://twitter.com/ChinaEmbKabul",27400,"","",0,"","",0,"","",0,"","",0,"","",0,27400
"173","Chinese Embassy in Kazakhstan","Kazakhstan","Russian","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbKazakh","https://twitter.com/ChinaEmbKazakh",3126,"","",0,"chinaembkazakh","https://www.instagram.com/chinaembkazakh/",2527,"","",0,"","",0,"","",0,5653
"174","Chinese Embassy in Saudi Arabia","Saudi Arabia","Arabic","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbKSA","https://twitter.com/ChinaEmbKSA",17000,"","",0,"","",0,"","",0,"","",0,"","",0,17000
"175","Chinese Embassy in Kuwait","Kuwait","Arabic","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbKuwait","https://twitter.com/ChinaEmbKuwait",3651,"","",0,"","",0,"","",0,"","",0,"","",0,3651
"176","Chinese Embassy in Lesotho","Lesotho","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbLesotho","https://twitter.com/ChinaEmbLesotho",1240,"","",0,"","",0,"","",0,"","",0,"","",0,1240
"177","Chinese Embassy in Malta","Malta","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","ChinaEmbMalta","https://twitter.com/ChinaEmbMalta",2356,"","",0,"","",0,"","",0,"","",0,"","",0,2356
